# 2D map: top row = x (Emission energy (eV)), first col = y (Bragg (with offset))
nan,8.628000000000000000e+03,8.628299999999999272e+03,8.628600000000000364e+03,8.628889999999999418e+03,8.629190000000000509e+03,8.629489999999999782e+03,8.629790000000000873e+03,8.630090000000000146e+03,8.630389999999999418e+03,8.630690000000000509e+03,8.630989999999999782e+03,8.631290000000000873e+03,8.631590000000000146e+03,8.631889999999999418e+03,8.632190000000000509e+03,8.632489999999999782e+03,8.632790000000000873e+03,8.633090000000000146e+03,8.633389999999999418e+03,8.633690000000000509e+03,8.633989999999999782e+03,8.634290000000000873e+03,8.634590000000000146e+03,8.634889999999999418e+03,8.635190000000000509e+03,8.635489999999999782e+03,8.635790000000000873e+03,8.636090000000000146e+03,8.636389999999999418e+03,8.636690000000000509e+03,8.636989999999999782e+03,8.637290000000000873e+03,8.637590000000000146e+03,8.637889999999999418e+03,8.638190000000000509e+03,8.638489999999999782e+03,8.638790000000000873e+03,8.639090000000000146e+03,8.639389999999999418e+03,8.639690000000000509e+03,8.639989999999999782e+03,8.640290000000000873e+03,8.640590000000000146e+03,8.640889999999999418e+03,8.641190000000000509e+03,8.641489999999999782e+03,8.641790000000000873e+03,8.642090000000000146e+03,8.642389999999999418e+03,8.642690000000000509e+03,8.642989999999999782e+03,8.643290000000000873e+03,8.643590000000000146e+03,8.643889999999999418e+03,8.644190000000000509e+03,8.644489999999999782e+03,8.644790000000000873e+03,8.645090000000000146e+03,8.645389999999999418e+03,8.645690000000000509e+03,8.645989999999999782e+03,8.646290000000000873e+03,8.646590000000000146e+03,8.646889999999999418e+03,8.647190000000000509e+03,8.647489999999999782e+03,8.647790000000000873e+03,8.648090000000000146e+03,8.648389999999999418e+03,8.648690000000000509e+03,8.648989999999999782e+03,8.649290000000000873e+03,8.649590000000000146e+03,8.649889999999999418e+03
9.658000000000000000e+03,4.037910397783417231e-04,4.399537063637333815e-04,4.990519654275184496e-04,5.220371926875393620e-04,5.122000469516709400e-04,5.664131762480791596e-04,6.091243877971533891e-04,6.633096194671522176e-04,6.797728179538838067e-04,6.830724467293801134e-04,6.748646576170216644e-04,8.193854444960779141e-04,8.736148606485769161e-04,1.023104423982355892e-03,1.115057879550758208e-03,1.115136624765558594e-03,1.400919055455372535e-03,1.575152341376081936e-03,1.693564945998111059e-03,1.872705319961560184e-03,2.109226387013473421e-03,2.234401903184679832e-03,2.571226253123670268e-03,2.472795145763469291e-03,2.221539401926101148e-03,1.853653406252464856e-03,1.490506443523445567e-03,1.359090871740934511e-03,1.285211846300496341e-03,1.714276322277374096e-03,1.618960742256519069e-03,1.732484076433120964e-03,1.466270839292113442e-03,1.096539898763228011e-03,7.283093687218253256e-04,4.603491419420814947e-04,3.584282428302020093e-04,2.466448084556417523e-04,1.447032842712463131e-04,1.200385438831317876e-04,8.879899361140573084e-05,7.235675828567105341e-05,6.906758756783423889e-05,7.401340135987289259e-05,5.427372707551778041e-05,5.099086770008158379e-05,4.276702662247407422e-05,3.947855409795616121e-05,3.948316536536734258e-05,3.454953168932402844e-05,5.264725189571237715e-05,2.632327948577473534e-05,2.961617438003475049e-05,3.784519341361999373e-05,3.290989271374975114e-05,3.620213296385217151e-05,1.810470113253135133e-05,2.797561842572966859e-05,2.633103375638527635e-05,2.469176447348927402e-05,1.481427833066127580e-05,2.139780326859674819e-05,1.975653365031593858e-05,2.304940310277893526e-05,1.646513343344134457e-05,2.305304670711927611e-05,1.975926627257907779e-05,2.305388186202910416e-05,2.305471707745232121e-05,1.811427141106880713e-05,1.646892971719553936e-05,1.646982481047349253e-05,1.811761295508149692e-05,1.482411191216219589e-05
9.658300000000001091e+03,4.498699826313933394e-04,4.844985193131986535e-04,4.844961240310077452e-04,5.026574924807383684e-04,5.900648247194307215e-04,5.966685456781088866e-04,6.230509055665806994e-04,6.593815989674084487e-04,6.577786863219950344e-04,6.759073644228740440e-04,7.006888183254031920e-04,7.947172735591627500e-04,8.590753644886935103e-04,9.300193424235578526e-04,1.000977891086349573e-03,1.223614775725593608e-03,1.322812411345178222e-03,1.601319315605029877e-03,1.761289237335373877e-03,1.875222651766040834e-03,2.219942538783022893e-03,2.414602407015541564e-03,2.700050306374064853e-03,2.863524047993718912e-03,2.865187721755137803e-03,2.581711584049146708e-03,2.096702354047410947e-03,1.799929058708043660e-03,1.559112642176224174e-03,1.679568657730965385e-03,1.948523345982511052e-03,2.227428722280887056e-03,2.204594996427433878e-03,1.982018258992520893e-03,1.419237935239842877e-03,9.622685108771003451e-04,5.793169011992355382e-04,4.110050310977300626e-04,2.310917434221386013e-04,1.733162327983638843e-04,1.188632709191102423e-04,9.245546865842162231e-05,1.073246604000072671e-04,6.109350774153813745e-05,5.283797729618163293e-05,6.274499443550970806e-05,5.944419676029127610e-05,5.119160853942083834e-05,7.268906591246253508e-05,6.110874383544901702e-05,4.789738728010557365e-05,3.964183601163488079e-05,3.964602705510963059e-05,3.634213143297023921e-05,1.982451995750944708e-05,3.800076331968059781e-05,4.296043674240922113e-05,3.139463217883704105e-05,2.808928426851372870e-05,2.478585025380710636e-05,1.982890955869109434e-05,2.974798498718357777e-05,2.974773917182294049e-05,2.975123013072360044e-05,2.148707056849830316e-05,2.479314254734663904e-05,2.644921007781027086e-05,2.479777415179213666e-05,1.487792661214733108e-05,1.653045571160305900e-05,1.653075629863141717e-05,2.149122662002519305e-05,1.322672592239879978e-05,1.488213350265894078e-05
9.658600000000000364e+03,4.415551340293477297e-04,5.020531849305547283e-04,4.952267010546857438e-04,5.227067060003462440e-04,5.715526800105165568e-04,6.090501919406168070e-04,6.204912331120248335e-04,6.990026147270704624e-04,6.776871110443403404e-04,7.414992985155314771e-04,7.676414624386498778e-04,8.051201066090072017e-04,9.097055950977158073e-04,9.833741166784823809e-04,1.073275122724191106e-03,1.276039539253328919e-03,1.290841236331788594e-03,1.508389291906829608e-03,1.665574263526865655e-03,1.897837184858495790e-03,2.235267185558244534e-03,2.321414558865842002e-03,2.578415214775283629e-03,2.929938180266408558e-03,3.333845645726170228e-03,3.154945610307790995e-03,3.053837170121793607e-03,2.614088267193192140e-03,2.072811809301313389e-03,1.942348097578855794e-03,2.083084470466182309e-03,2.641048172129578393e-03,2.980711311316554604e-03,2.797878262008447661e-03,2.674834132455036154e-03,1.935265214835723462e-03,1.370215092665502156e-03,8.513090513797755060e-04,5.303641670254263330e-04,3.389752793680321659e-04,2.326088060452080164e-04,1.883769767297101597e-04,1.572386276343612325e-04,1.163135485625447498e-04,1.032055986579995824e-04,6.227119432873291555e-05,8.195901721303278998e-05,6.228221711580886322e-05,5.737281675941938733e-05,4.918516575400859285e-05,5.574053763387975619e-05,4.919427968915774253e-05,5.083242190254276576e-05,3.936723727290025233e-05,5.085819095774176589e-05,5.249249111318529394e-05,5.086878970021873887e-05,4.433468417284615695e-05,4.432733272588469707e-05,2.790975626574028145e-05,4.762765031450672275e-05,2.955786362330144824e-05,2.133928644709088033e-05,2.626382338891962000e-05,3.117943601323320944e-05,3.284180104436927030e-05,2.791273493902709257e-05,2.463665046670028073e-05,6.568877969953952149e-06,2.956029067619164816e-05,1.970388347123315281e-05,2.627218973775428468e-05,2.463228109702326967e-05,2.134794189418646321e-05
9.658899999999999636e+03,4.627297444977002995e-04,4.512650189203115084e-04,5.317141216049889622e-04,5.037874312420411067e-04,5.842127978705771935e-04,5.957538994800692846e-04,6.499880178976498316e-04,5.547995909584081025e-04,6.713579651123662484e-04,7.288282772239521772e-04,8.338777613993387725e-04,8.486804414451534209e-04,8.782975146642851448e-04,9.899640953320648033e-04,1.029416352122781248e-03,1.170637200978541081e-03,1.356165957935869405e-03,1.525343859136382881e-03,1.701090766985046592e-03,1.899929388968257847e-03,2.179139379528241809e-03,2.363080116462572700e-03,2.767058050743082236e-03,3.125436255389037275e-03,3.585418531505859228e-03,3.800888626078957871e-03,3.750289526293915533e-03,3.657244251669665176e-03,3.197113725902535689e-03,2.650170872765509906e-03,2.329956703554909424e-03,2.824687008575940510e-03,3.434698009518550796e-03,3.845338513037176338e-03,4.256787850897376588e-03,3.703009743205396258e-03,2.894196650883625564e-03,1.916489700922413379e-03,1.211403962951091914e-03,7.626699365044404015e-04,4.948029254195550298e-04,3.139800006246722423e-04,2.235827157408807903e-04,1.923459465146750032e-04,1.496063380478510139e-04,1.479669343224100750e-04,1.085133668738285539e-04,9.372256148693310139e-05,7.892504094236498435e-05,7.893191957495160663e-05,1.019637896980391651e-04,6.578568667922076287e-05,7.400804549685712289e-05,5.427979755280355089e-05,5.428345834978286682e-05,6.744674585901656166e-05,4.441578438275219863e-05,4.112599689416471461e-05,4.441848796176719826e-05,4.442477322798629177e-05,3.290864724069219845e-05,2.139153586290987427e-05,3.620487350510899824e-05,1.974912034126479894e-05,4.114609992577243842e-05,3.127088154260904216e-05,2.962763006941095456e-05,2.798312452984235663e-05,3.292354494393120350e-05,1.646193506754332011e-05,2.304614001846983350e-05,2.798662568546654464e-05,2.304955489663097963e-05,3.128210531861647472e-05
9.659200000000000728e+03,4.315079886622099617e-04,4.413738584803893195e-04,5.320086373167000034e-04,5.105628873484163114e-04,6.391155168352580717e-04,6.341697235843602549e-04,6.885339333571630039e-04,6.968377076510474163e-04,7.364037139788205677e-04,7.957467910645707899e-04,7.858539695510417594e-04,8.880570333622761969e-04,9.836584184354393943e-04,1.020058402051322692e-03,1.133745744333743101e-03,1.287187947569752881e-03,1.298784779165382481e-03,1.450498444010760168e-03,1.654927778226491109e-03,1.887318046881309840e-03,2.261615505583157177e-03,2.431525761809385025e-03,2.822562695679269647e-03,3.199881302702836227e-03,3.612090198392941490e-03,4.095684691636493346e-03,4.356242353492084315e-03,4.732225300092336023e-03,4.288936818568573305e-03,3.861793309962503230e-03,3.268184014259967272e-03,3.167896885863363040e-03,3.550596411143562385e-03,4.644236018227307188e-03,5.450890037158412534e-03,5.948935145556770443e-03,5.241603620631927855e-03,3.963475983281817237e-03,2.502226767393527385e-03,1.593465143362376513e-03,8.908362642946226389e-04,5.493309050597830869e-04,3.381950940264847965e-04,3.002983183294173544e-04,2.375967092855763919e-04,2.194353746322807660e-04,1.485011286085774213e-04,1.551042498564460638e-04,1.485072545793861970e-04,1.188185475752765032e-04,8.251519517319114486e-05,9.902951079421667383e-05,8.912435322951997032e-05,5.446982701703419714e-05,6.932969737587095819e-05,6.768256546637414425e-05,5.447684073943231503e-05,5.612895131308728744e-05,4.952742581204341675e-05,4.952857055592518236e-05,5.283754107293231743e-05,6.274209367064363272e-05,4.127912448628129810e-05,4.293262879788639429e-05,5.449141347424042535e-05,2.972494517399001387e-05,4.624246908360638540e-05,3.302973501895081277e-05,4.459286712316549653e-05,3.634033049878755207e-05,2.642959321552342298e-05,3.964550312621311333e-05,2.808042232955183573e-05,2.147383165837446351e-05
9.659500000000000000e+03,4.643338709250984658e-04,4.676781514979747728e-04,5.156342962913994590e-04,5.388126948237619528e-04,5.900680148426071941e-04,6.380618787781611222e-04,6.562905532182207111e-04,7.389919950799995595e-04,8.084448595967694837e-04,7.869966982512470628e-04,8.465776437363175567e-04,8.267428151915645271e-04,9.723009966085215637e-04,1.098021576785442564e-03,1.055103525831845024e-03,1.199013005570035610e-03,1.341351672306628729e-03,1.516700242473561144e-03,1.703673318160165047e-03,1.930631431006922354e-03,2.260701553067639806e-03,2.408229151009365181e-03,2.695717240500455740e-03,3.312751151622071732e-03,3.658630202318983570e-03,4.229051575154281137e-03,4.756240625582071509e-03,5.205431555763961708e-03,5.611773124262791484e-03,5.463222092067708709e-03,4.850863319696236894e-03,4.199085677686679313e-03,4.146746103742205564e-03,4.944353548247900493e-03,6.186793769727045450e-03,7.503616939537848841e-03,7.750810066734458575e-03,6.759352344522635836e-03,4.778603366111642062e-03,3.019325645795666729e-03,1.702309974130121343e-03,9.763005893781112436e-04,6.214684645640316868e-04,4.743134721381724408e-04,3.533482197629622418e-04,3.043014482131288154e-04,2.225334781982642358e-04,1.881209012136251916e-04,1.620032106090829897e-04,1.521895660142698261e-04,1.456773916872224593e-04,1.276737836616841245e-04,8.019062457040737211e-05,1.014597106761798840e-04,1.129534713548359685e-04,7.695721015376705753e-05,7.533240423368111802e-05,7.368967476652654063e-05,6.713376484515842172e-05,6.715597712765696144e-05,6.223692615097368020e-05,5.568393796809310359e-05,5.896632040332963165e-05,4.423618847893046909e-05,5.570145331644814807e-05,4.913650777011975904e-05,3.276255502061584064e-05,4.587223599299465414e-05,4.259690386042632734e-05,3.113110784143452360e-05,3.768440783049225765e-05,3.768595149654190533e-05,3.277678354867680070e-05,2.785885067492162754e-05
9.659800000000001091e+03,4.588554179353472834e-04,4.211982352285615250e-04,5.293589348577122482e-04,5.572555491999285800e-04,5.064569159232348980e-04,6.458741102838240142e-04,6.638985104084533552e-04,7.377363625334850154e-04,7.213374908603260817e-04,8.131960737057312679e-04,8.574445202245422216e-04,8.673837476224831268e-04,9.542876537805039701e-04,1.092086146903624173e-03,1.092152409376768041e-03,1.339853846052924992e-03,1.272669424117085562e-03,1.490858038824633032e-03,1.702462666371441823e-03,1.891140506983114266e-03,2.132458478572892956e-03,2.316440163003891540e-03,2.792365783511260423e-03,3.419083869274182862e-03,3.663688791540537556e-03,4.331682152977293053e-03,4.918995724181835817e-03,5.641087066027628168e-03,6.572038070233016116e-03,6.919887168261396569e-03,6.789569304647662638e-03,6.272514667870184371e-03,5.555664972886385257e-03,5.616658925022034732e-03,6.747806675584954589e-03,8.576343408279904837e-03,1.010019763754194111e-02,9.962425454169395247e-03,7.917382125725992703e-03,5.259874577272876522e-03,3.204559931180762326e-03,1.799393853822234312e-03,1.086965445335653837e-03,7.684325289968342836e-04,5.583179522211202195e-04,4.286284382651879923e-04,3.645811094433076588e-04,2.923481965565324437e-04,2.135197415425651589e-04,2.053226193252934389e-04,1.708340314531733969e-04,1.741307426183349777e-04,1.429313075421729390e-04,1.396427773469843781e-04,1.215777506144605257e-04,1.035089535244798728e-04,1.018698038184745876e-04,8.051582711115785451e-05,7.887834986492082013e-05,8.545561813171011125e-05,7.888910985144194474e-05,7.560628847086281880e-05,9.204622035207678764e-05,5.588594008369741510e-05,6.081865192992376114e-05,6.575173132527545870e-05,5.425035057234120066e-05,5.918307627054556944e-05,6.905713985057350423e-05,5.425677264274874831e-05,4.274825225414822496e-05,4.768285965619014093e-05,4.933058397545310160e-05,4.768819158155420442e-05
9.660100000000000364e+03,4.854696466274670491e-04,4.607900574671028922e-04,5.250432461169019177e-04,5.743919920868862175e-04,6.336718402817782250e-04,6.304080534217331279e-04,7.077758227070944045e-04,7.407053819653053360e-04,7.654283188724994406e-04,7.951232441028359367e-04,8.626593615003688058e-04,9.811975549083749512e-04,9.598825090637275962e-04,1.035656892963460586e-03,1.139497929308314929e-03,1.304214655288820973e-03,1.320710285237192702e-03,1.528258789546578077e-03,1.556393317884688507e-03,1.844684180186115458e-03,2.083566670839290171e-03,2.299554914227919591e-03,2.706594007604161758e-03,3.063992975878468070e-03,3.845089356318203561e-03,4.539126279975945304e-03,5.305240820038652563e-03,5.965904878334093997e-03,7.066864167587989451e-03,7.900416852025769765e-03,8.705381418632779367e-03,8.641031387178844947e-03,7.815821476948023316e-03,7.132427827015553473e-03,7.327347519974685384e-03,8.898418919564820076e-03,1.084874716913958315e-02,1.197085586179612304e-02,1.088094260842617858e-02,8.117281864535029132e-03,5.349647698085336842e-03,3.035229101268827924e-03,1.805283297584877071e-03,1.094730455599117599e-03,7.370156636438582277e-04,6.612186209716780332e-04,4.880783563631566741e-04,3.528721151880115869e-04,3.116631267891771940e-04,2.902412960593147608e-04,2.589075749430238605e-04,1.962562876226601853e-04,1.814103832706642967e-04,1.748266165277125050e-04,1.665806274976785952e-04,1.336080270383059056e-04,1.022663543694124624e-04,1.121784561275007149e-04,9.073511944041177566e-05,1.237268507062328621e-04,1.039434151846480589e-04,7.425068681885306791e-05,7.755391647278188176e-05,8.910038313164747180e-05,8.250580015775108955e-05,8.911729321074754581e-05,8.746062209255313629e-05,6.271527430505699280e-05,5.941398010951977034e-05,4.951549092133474158e-05,4.951540919534158793e-05,5.777570152082153748e-05,5.117301762332697121e-05,6.273505007247549153e-05
9.660399999999999636e+03,4.875750989612171165e-04,5.140742283514415948e-04,5.686429765153756767e-04,5.505078558958895283e-04,6.546352640114263101e-04,6.480388558807873359e-04,6.828139208068116552e-04,7.175641178260121471e-04,7.110023479612421430e-04,8.912994948200450920e-04,9.574742523763221397e-04,9.194641971225401243e-04,1.026965704968132607e-03,1.134484355361513493e-03,1.208921876524589410e-03,1.240510097752195668e-03,1.315049459092863977e-03,1.534970193789986963e-03,1.647541837803145198e-03,1.924012268680124274e-03,2.066228496086738777e-03,2.451637237094164614e-03,2.827330976396997837e-03,3.246033453005310945e-03,3.732398910060105452e-03,4.425928162635900387e-03,5.167543919159293953e-03,6.206894269337181157e-03,7.166697279435004300e-03,8.869854739580402062e-03,9.990550597331329316e-03,1.102571231861031696e-02,1.130727078033739834e-02,1.008629792812147305e-02,8.974235898929778382e-03,9.103865170101583040e-03,1.050495285517533649e-02,1.219217449460001726e-02,1.234261305783892516e-02,1.056876651369767842e-02,7.262770739681242461e-03,4.576528178081028068e-03,2.657649931802775339e-03,1.665964348362945074e-03,9.848017167886644399e-04,7.365357668954119422e-04,5.732381093921226417e-04,4.818316790445686232e-04,3.887516824127432353e-04,3.283669868653205483e-04,2.532034318049647447e-04,1.813304756086006261e-04,2.418059637846554563e-04,1.960902865042494440e-04,2.042667233166379343e-04,1.846679816770140775e-04,1.667105235200763648e-04,1.127919103680285589e-04,1.111563364833077468e-04,1.291448973052854491e-04,8.991247429320620675e-05,9.647506283142863188e-05,8.994099870484962352e-05,9.812483441434192684e-05,9.486983204768353526e-05,7.197445561139028921e-05,7.034638231459229075e-05,6.380044529438997660e-05,6.706995887466424451e-05,6.380211528551446207e-05,6.054516833193152080e-05,6.872379905161157907e-05,5.728004870440712564e-05,5.073550110308799416e-05
